distance_arcmin,objID,survey,ra,dec,band,fov_radius,IAUName,nuv_exptime,fuv_exptime,fuv_mag,fuv_magerr,nuv_mag,nuv_magerr,fuv_flux,fuv_fluxerr,nuv_flux,nuv_fluxerr,e_bv,ra_cent,dec_cent,xCenter,yCenter,SSAPFitsFile,nuv_flux_auto,nuv_flux_aper_7,nuv_artifact,fuv_flux_auto,fuv_flux_aper_7,fuv_artifact,TIC,distance_arcsec,Jmag,flare_rate,J_flux_density,nuv_flux_density,fuv_flux_density,R0,age,teff,mass,distance_pc
0.007218719900389953,6376932330360014832,AIS,55.40056697176858,25.61937442373467,1,0.291812271,GALEX J034136.1+253709,108.0,0.0,0.0,0.0,14.8440781,0.0126222866,0.0,0.0,4191.49072,48.71657,0.228171229,55.69558,25.49969,1860.414,1899.689,0.0,124.270737,125.166969,2,0.0,0.0,0,258032669.0,0.43312319402339716,8.959,0.0,415803.6688919037,4191.4931428181235,3630780547.7010026,0.14019511365813003,127.4,6086.0,1.141,138.493
1.7386763561160874,6376932330360015196,AIS,55.46390344803594,25.70291157813047,1,0.291461319,GALEX J034151.3+254210,108.0,0.0,0.0,0.0,21.3329487,0.468130082,0.0,0.0,10.6370316,4.58518839,0.230632633,55.69558,25.49969,1860.414,1899.689,0.0,0.315370351,0.344815135,0,0.0,0.0,0,258032726.0,104.32058136696524,12.798,0.04874718289324939,12114.020856914929,10.63703332856932,3630780547.7010026,0.2834814416055626,127.4,3363.0,0.399262,135.213
0.011338979495789497,6376932330360015794,AIS,55.49632345555705,25.92089452085495,1,0.457867146,GALEX J034159.1+255515,108.0,0.0,0.0,0.0,20.6746311,0.3224148,0.0,0.0,19.5050526,5.790716,0.218921021,55.69558,25.49969,1860.414,1899.689,0.0,0.5782925,0.07996547,0,0.0,0.0,0,258062005.0,0.6803387697473698,10.752,0.03245797952410494,79742.21906990823,19.505072099585966,3630780547.7010026,0.34300112121564863,127.4,4664.0,0.742,137.797
0.35439930787345897,6376932318548853472,AIS,55.48947848985573,26.20883936035985,1,0.43239513,GALEX J034157.4+261231,112.0,112.0,0.0,0.0,22.2214527,0.533692539,0.0,0.0,4.692652,2.306108,0.279810637,55.14123,26.50817,1924.727,1929.012,0.0,0.139129356,0.06883185,1,0.0,0.0,0,258062142.0,21.263958472407538,12.854,0.08087434451760006,11505.044877719078,4.692658172142098,3630780547.7010026,0.32507502224987683,127.4,3333.0,0.404042,139.899
0.02451344690631687,6376932318548854348,AIS,55.49887246272472,26.46149896792293,1,0.323490769,GALEX J034159.7+262741,112.0,112.0,0.0,0.0,22.0753,0.458739251,0.0,0.0,5.36883,2.26785731,0.214293569,55.14123,26.50817,1924.727,1929.012,0.0,0.159176916,-0.182428688,0,0.0,0.0,0,258062259.0,1.4708068143790123,13.519,0.06493271981965752,6235.744567834368,5.36883429499783,3630780547.7010026,0.199844958842208,127.4,3159.0,0.273579,126.976
0.038820228234470774,6377636054309011545,AIS,55.45045925373026,26.78976239078844,1,0.581827641,GALEX J034148.1+264723,205.3,205.4,0.0,0.0,22.2448921,0.6987429,0.0,0.0,4.592434,2.95481634,0.243869051,55.6299,27.34922,1946.282,1894.607,0.0,0.136158049,0.0568010025,4,0.0,0.0,0,258062446.0,2.3292136940682466,12.797,0.09734534537840046,12125.183422213655,4.592436500067919,3630780547.7010026,0.007070402817376373,127.4,3367.0,0.418663,142.315
0.5505121626373723,6377636054309012292,AIS,55.49542478867926,27.0512918227007,1,0.321039051,GALEX J034158.9+270304,205.3,205.4,0.0,0.0,21.31757,0.275036335,0.0,0.0,10.7887726,2.7323246,0.195466757,55.6299,27.34922,1946.282,1894.607,0.0,0.31986922,0.210823238,0,0.0,0.0,0,258062581.0,33.030729758242344,13.779,0.016239258407199406,4907.816507728131,10.788771622063173,3630780547.7010026,0.2289474788498653,127.4,3172.0,0.249088,131.136
0.16588615557989758,4574604026973259105,MIS,55.47109531432813,27.08143615545182,1,0.324171633,GALEX J034153.0+270453,1488.0,0.0,0.0,0.0,23.5742321,0.468124747,0.0,0.0,1.349917,0.581887245,0.1902178,55.64841,27.36468,1906.812,1931.702,0.0,0.0400228,0.049239222,0,0.0,0.0,0,258062598.0,9.953169334793856,13.75,0.04863607171972834,5040.670590308397,1.3499172902964371,3630780547.7010026,0.24607278469833116,127.4,3115.0,0.274406,142.17
0.34062583414638453,4574604026973259614,MIS,55.39003341050982,27.15832748760679,1,0.308760345,GALEX J034133.6+270929,1488.0,0.0,0.0,0.0,23.2945442,0.472493261,0.0,0.0,1.74655282,0.759884357,0.167992815,55.64841,27.36468,1906.812,1931.702,0.0,0.0517823957,0.05921597,17,0.0,0.0,0,258062638.0,20.437550048783073,13.966,0.03247995678811435,4131.315068577823,1.7465552156913,3630780547.7010026,0.18807480378719454,127.4,2956.0,0.258489,142.265
0.10046046562303011,4574604026973263378,MIS,55.4118165072825,27.68376399747214,1,0.3818893,GALEX J034138.8+274101,1488.0,0.0,0.0,0.0,23.5044346,0.433646053,0.0,0.0,1.43954706,0.574819446,0.151003733,55.64841,27.36468,1906.812,1931.702,0.0,0.0426801853,-0.009957585,0,0.0,0.0,0,258062921.0,6.027627937381807,12.093,0.022395151180406792,23189.336201178416,1.439548031543517,3630780547.7010026,0.3677346510753062,127.4,3407.0,0.498477,132.605
