Target_ID,tpeak,amp,ed_s,rise,fall,prob,name,tot_time_obs
2.0,2051.514,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2051.839,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2052.685,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2053.43,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2054.29,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2055.903,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2056.269,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2056.685,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2056.834,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2056.929,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2057.135,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2057.206,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2057.799,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2058.24,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2058.708,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2058.838,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2059.353,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2059.388,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2059.557,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2060.407,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2060.505,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
